response_id,research_id,respondent_id,object,original_response,cleaned_response,translated_response,combined_response,final_response,originality_rater02,utility_rater02
21095,CES201802,1605,can,bloemen houder,bloemen houder,flower holder,use can as flower holder,use can as flower holder,2,5
19284,CES201802,1369,can,bloemenvaas,bloemenvaas,flower vase,use can as flower vase,use can as flower vase,2,5
21531,CES201802,1658,can,bloemetje in zetten,bloemetje zetten,put flowers,use can as put flowers,use can as put flowers,2,5
18581,CES201802,1289,can,bloemetjes inzetten,bloemetjes inzetten,insert flowers,use can as insert flowers,use can as insert flowers,2,5
18651,CES201802,1295,can,bloempot,bloempot,flowerpot,use can as flowerpot,use can as flowerpot,2,5
18764,CES201802,1307,can,bloempot,bloempot,flowerpot,use can as flowerpot,use can as flowerpot,2,5
19248,CES201802,1365,can,bloempot,bloempot,flowerpot,use can as flowerpot,use can as flowerpot,2,5
19619,CES201802,1418,can,bloempot,bloempot,flowerpot,use can as flowerpot,use can as flowerpot,2,5
21227,CES201802,1622,can,bloempot,bloempot,flowerpot,use can as flowerpot,use can as flowerpot,2,5
22350,CES201802,1767,can,bloempot,bloempot,flowerpot,use can as flowerpot,use can as flowerpot,2,5
22551,CES201802,1789,can,bloempot,bloempot,flowerpot,use can as flowerpot,use can as flowerpot,2,5
18594,CES201802,1287,can,bloempotje,bloempotje,flower pot,use can as flower pot,use can as flower pot,2,5
21193,CES201802,1617,can,bloempotje,bloempotje,flower pot,use can as flower pot,use can as flower pot,2,5
21287,CES201802,1629,can,gebruiken als bloempotje,bloempotje,flower pot,use can as flower pot,use can as flower pot,2,5
22955,CES201802,1839,can,bloempotje,bloempotje,flower pot,use can as flower pot,use can as flower pot,2,5
23270,CES201802,1876,can,bloempotten,bloempotten,flower pots,use can as flower pots,use can as flower pots,2,5
19842,CES201802,1442,can,bloemvaas,bloemvaas,flower vase,use can as flower vase,use can as flower vase,2,5
21687,CES201802,1676,can,de bodem/deksel eruit halen en als koker gebruiken,bodem deksel eruit halen koker,Remove bottom lid tube,use can as Remove bottom lid tube,use can as Remove bottom lid tube,2,5
19152,CES201802,1351,can,Met de bodem een perfect rondje tekenen,bodem perfect rondje tekenen,draw perfect circle at bottom,use can as draw perfect circle at bottom,use can as draw perfect circle at bottom,3,5
22190,CES201802,1746,can,bodem verwijderen en als armband ,bodem verwijderen armband,bottom remove bracelet,use can as bottom remove bracelet,use can as bottom remove bracelet,3,4
22422,CES201802,1774,can,boei,boei,buoy,use can as buoy,use can as buoy,4,4
22724,CES201802,1813,can,Biek,boek,book,use can as book,use can as book,4,1
18710,CES201802,1302,can,boekenhouder,boekenhouder,book holder,use can as book holder,use can as book holder,3,5
20547,CES201802,1522,can,boekenhouder,boekenhouder,book holder,use can as book holder,use can as book holder,3,5
22456,CES201802,1778,can,boekenhouder,boekenhouder,book holder,use can as book holder,use can as book holder,3,5
22765,CES201802,1815,can,boekenlegger,boekenlegger,bookmark,use can as bookmark,use can as bookmark,3,3
23500,CES201802,1902,can,boekenlegger,boekenlegger,bookmark,use can as bookmark,use can as bookmark,3,3
19623,CES201802,1418,can,boekensteun,boekensteun,bookend,use can as bookend,use can as bookend,3,5
19569,CES201802,1411,can,boekenstop,boekenstop,bookstop,use can as bookstop,use can as bookstop,3,5
21453,CES201802,1647,can,boekenstop,boekenstop,bookstop,use can as bookstop,use can as bookstop,3,5
22174,CES201802,1744,can,bom,bom,bomb,use can as bomb,use can as bomb,4,3
19083,CES201802,1342,can,bonen,bonen,beans,use can as beans,use can as beans,1,5
20325,CES201802,1498,can,bonen,bonen,beans,use can as beans,use can as beans,1,5
21404,CES201802,1641,can,bong,bong,bong,use can as bong,use can as bong,2,5
22755,CES201802,1814,can,bong,bong,bong,use can as bong,use can as bong,2,5
22378,CES201802,1766,can,boontjes,boontjes,Beans,use can as Beans,use can as Beans,1,5
23520,CES201802,1905,can,boot,boot,boat,use can as boat,use can as boat,3,3
18970,CES201802,1329,can,bootje,bootje,boat,use can as boat,use can as boat,3,3
20285,CES201802,1495,can,een bootje van maken,bootje,boat,use can as boat,use can as boat,3,3
20351,CES201802,1500,can,bootje,bootje,boat,use can as boat,use can as boat,3,3
22664,CES201802,1805,can,bootje,bootje,boat,use can as boat,use can as boat,3,3
20684,CES201802,1538,can,als bootje om in plassen mee te spelen,bootje plassen spelen,play boat puddles,use can as play boat puddles,use can as play boat puddles,3,3
19456,CES201802,1399,can,bord,bord,plate,use can as plate,use can as plate,3,3
20403,CES201802,1506,can,bord,bord,plate,use can as plate,use can as plate,3,3
20559,CES201802,1525,can,bord,bord,plate,use can as plate,use can as plate,3,3
20861,CES201802,1561,can,bord,bord,plate,use can as plate,use can as plate,3,3
22569,CES201802,1791,can,bord,bord,plate,use can as plate,use can as plate,3,3
19039,CES201802,1338,can,bordje,bordje,plate,use can as plate,use can as plate,3,3
20617,CES201802,1533,can,bordje,bordje,plate,use can as plate,use can as plate,3,3
21007.6,CES201802,1575,can, bordspel mee maken,bordspel,board game,use can as board game,use can as board game,3,4
22638,CES201802,1803,can,boter,boter,butter,use can as butter,use can as butter,1,5
19451,CES201802,1397,can,bottle flip,bottle flip,bottle flip,use can as bottle flip,use can as bottle flip,4,4
22441,CES201802,1776,can,bouw en een toren mee,bouw toren,construction tower,use can as construction tower,use can as construction tower,2,5
21419,CES201802,1645,can,bouwen,bouwen,build,use can as build,use can as build,2,5
21479,CES201802,1651,can,bouwen,bouwen,build,use can as build,use can as build,2,5
21591,CES201802,1663,can,bouwen,bouwen,build,use can as build,use can as build,2,5
22043,CES201802,1726,can,iets vanbouwen,bouwen,build,use can as build,use can as build,2,5
22198,CES201802,1747,can,om iets mee te bouwen,bouwen,build,use can as build,use can as build,2,5
23348,CES201802,1886,can,bouwen,bouwen,build,use can as build,use can as build,2,5
23532,CES201802,1906,can,bouwen,bouwen,build,use can as build,use can as build,2,5
19403,CES201802,1387,can,bouwmateriaal,bouwmateriaal,building material,use can as building material,use can as building material,2,5
19761,CES201802,1428,can,bouwmateriaal,bouwmateriaal,building material,use can as building material,use can as building material,2,5
23355,CES201802,1885,can,bouwmateriaal,bouwmateriaal,building material,use can as building material,use can as building material,2,5
23403,CES201802,1890,can,bouwmateriaal,bouwmateriaal,building material,use can as building material,use can as building material,2,5
18653,CES201802,1295,can,bouwsteen,bouwsteen,building block,use can as building block,use can as building block,2,5
19651,CES201802,1421,can,Bouwsteen,bouwsteen,building block,use can as building block,use can as building block,2,5
20620,CES201802,1533,can,bouwsteen,bouwsteen,building block,use can as building block,use can as building block,2,5
22239,CES201802,1753,can,als bouwsteen voor een huis,bouwsteen huis,building block house,use can as building block house,use can as building block house,2,5
20256.6,CES201802,1489,can, voor bouwwerk gebruiken,bouwwerk,building,use can as building,use can as building,2,5
20695,CES201802,1541,can,bovenkant eraf halen en als bakje gebruiken,bovenkant eraf halen bakje,remove top of container,use can as remove top of container,use can as remove top of container,2,5
22180,CES201802,1745,can,bovenkant opensnijden en gebruiken als bakje,bovenkant opensnijden bakje,cut open top of container,use can as cut open top of container,use can as cut open top of container,2,5
19170,CES201802,1353,can,bowlen,bowlen,bowling,use can as bowling,use can as bowling,3,3
21594,CES201802,1663,can,bowlen,bowlen,bowling,use can as bowling,use can as bowling,3,3
23316,CES201802,1878,can,bowlen,bowlen,bowling,use can as bowling,use can as bowling,3,3
18909,CES201802,1324,can,Bowling kegel,bowling kegel,bowling cone,use can as bowling cone,use can as bowling cone,3,3
22693,CES201802,1809,can,breken,breken,break,use can as break,use can as break,2,3
23126,CES201802,1859,can,briefhouder,briefhouder,letter holder,use can as letter holder,use can as letter holder,2,4
19519,CES201802,1404,can,bril,bril,glasses,use can as glasses,use can as glasses,3,3
19459,CES201802,1399,can,broche,broche,brooch,use can as brooch,use can as brooch,4,4
20795,CES201802,1556,can,bruiloftslinger,bruiloft slinger,wedding garland,use can as wedding garland,use can as wedding garland,3,5
20803,CES201802,1555,can,buigen,buigen,bow,use can as bow,use can as bow,2,4
18636,CES201802,1290,can,buiten,buiten,outside,use can as outside,use can as outside,0,0
21147,CES201802,1610,can,buitenspeel instrument door er op te staan,buitenspeel instrument staan,outdoor playing instrument,use can as outdoor playing instrument,use can as outdoor playing instrument,3,3
22426,CES201802,1773,can,buitenspelen,buitenspelen,playing outside,use can as playing outside,use can as playing outside,3,3
22669,CES201802,1805,can,cadeau,cadeau,gift,use can as gift,use can as gift,3,4
21765,CES201802,1685,can,cadeau geven,cadeau geven,give present,use can as give present,use can as give present,3,4
18578,CES201802,1289,can,een camera opzetten,camera opzetten,set up camera,use can as set up camera,use can as set up camera,4,5
23499,CES201802,1902,can,camerastandaard,camerastandaard,camera stand,use can as camera stand,use can as camera stand,4,5
22000,CES201802,1720,can,chef boyardi,chef boyardi,chef boyardi,use can as chef boyardi,use can as chef boyardi,0,0
22567,CES201802,1791,can,cirkel snijder,cirkel snijder,circle cutter,use can as circle cutter,use can as circle cutter,3,4
18663,CES201802,1294,can,cirkel tekeken,cirkel tekenen,draw circle,use can as draw circle,use can as draw circle,3,5
21895,CES201802,1705,can,cirkel tekenen,cirkel tekenen,draw circle,use can as draw circle,use can as draw circle,3,5
20380,CES201802,1505,can,33 cl,cl,cl,use can as cl,use can as cl,0,0
20381,CES201802,1505,can,15cl,cl,cl,use can as cl,use can as cl,0,0
22934,CES201802,1837,can,cocktailglas,cocktailglas,cocktail glass,use can as cocktail glass,use can as cocktail glass,2,4
18633,CES201802,1290,can,cola,cola,coke,use can as coke,use can as coke,1,5
20319,CES201802,1498,can,cola,cola,coke,use can as coke,use can as coke,1,5
20371,CES201802,1505,can,cola,cola,coke,use can as coke,use can as coke,1,5
20991,CES201802,1573,can,cola,cola,coke,use can as coke,use can as coke,1,5
21665,CES201802,1672,can,cola,cola,coke,use can as coke,use can as coke,1,5
21995,CES201802,1720,can,cola,cola,coke,use can as coke,use can as coke,1,5
22155,CES201802,1742,can,cola,cola,coke,use can as coke,use can as coke,1,5
22356,CES201802,1766,can,cola,cola,coke,use can as coke,use can as coke,1,5
22521,CES201802,1786,can,cola,cola,coke,use can as coke,use can as coke,1,5
22914,CES201802,1835,can,cola,cola,coke,use can as coke,use can as coke,1,5
22989.1,CES201802,1843,can,cola,cola,coke,use can as coke,use can as coke,1,5
22989.1,CES201802,1843,can, tunnel,cola,coke,use can as coke,use can as coke,1,5
23011,CES201802,1846,can,cola,cola,coke,use can as coke,use can as coke,1,5
23078,CES201802,1854,can,cola,cola,coke,use can as coke,use can as coke,1,5
23187,CES201802,1867,can,cola,cola,coke,use can as coke,use can as coke,1,5
23295,CES201802,1880,can,cola,cola,coke,use can as coke,use can as coke,1,5
18735,CES201802,1303,can,cola in bewaren,cola bewaren,save cola,use can as save cola,use can as save cola,1,5
22475,CES201802,1782,can,cola drinken,cola drinken,drink cola,use can as drink cola,use can as drink cola,1,5
23437,CES201802,1895,can,cola indoen,cola indoen,put in coke,use can as put in coke,use can as put in coke,1,5
22372,CES201802,1766,can,cola zero,cola zero,coke zero,use can as coke zero,use can as coke zero,1,5
22299,CES201802,1759,can,als coldpack gebruiken,cold pack,cold pack,use can as cold pack,use can as cold pack,4,4
20398,CES201802,1506,can,communicatie,communicatie,communication,use can as communication,use can as communication,2,4
20764,CES201802,1551,can,communicatie,communicatie,communication,use can as communication,use can as communication,2,4
22471,CES201802,1781,can,communicatie,communicatie,communication,use can as communication,use can as communication,2,4
20943,CES201802,1570,can,gebruiken voor een communicatie middel met een touwtje,communicatie middel touwtje,communication tool string,use can as communication tool string,use can as communication tool string,2,4
21601,CES201802,1666,can,communicatieapparaat,communicatieapparaat,communication device,use can as communication device,use can as communication device,2,4
19969,CES201802,1455,can,communicatiemiddel,communicatiemiddel,means of communication,use can as means of communication,use can as means of communication,2,4
20683,CES201802,1538,can,als communicatiemiddel (2 bikjes tussen een touwtje),communicatiemiddel,means of communication,use can as means of communication,use can as means of communication,2,4
21840,CES201802,1696,can,Communicatiemiddel,communicatiemiddel,means of communication,use can as means of communication,use can as means of communication,2,4
21733,CES201802,1682,can,communicatiemiddel voor jou en je buren door er een touwtje doorheen te weven,communicatiemiddel jou buren touwtje doorheen weven,means of communication to weave string through your neighbors,use can as means of communication to weave string through your neighbors,use can as means of communication to weave string through your neighbors,2,4
20550,CES201802,1522,can,communicatiesysteem met ander blikje en touwtje,communicatiesysteem ander blikje touwtje,communication system another piece of string,use can as communication system another piece of string,use can as communication system another piece of string,2,4
19168,CES201802,1353,can,commmuniceren met 2 blikjes en lintje ertussen,communiceren blikjes lintje ertussen,communicate cans ribbon between them,use can as communicate cans ribbon between them,use can as communicate cans ribbon between them,2,4
19398,CES201802,1387,can,conservatiemiddel,conservatiemiddel,conservation tool,use can as conservation tool,use can as conservation tool,1,5
23395,CES201802,1890,can,conserve,conserven,conserve,use can as conserve,use can as conserve,1,5
19974,CES201802,1455,can,conserveren,conserveren,conserve,use can as conserve,use can as conserve,1,5
21831,CES201802,1694,can,conserveren van eten,conserveren eten,conserve food,use can as conserve food,use can as conserve food,1,5
